,source,target
11423,5082,8748
11424,5082,5376
11425,5082,7185
11426,5082,7935
11427,5083,5248
11428,5083,7975
11429,5083,5430
11430,5084,5470
11431,5084,5849
11432,5085,7939
11433,5086,6360
11434,5087,8321
11435,5087,7242
11436,5087,6675
11437,5088,6399
11438,5088,5088
11439,5089,8060
11440,5089,7938
11441,5089,5361
11442,5090,9103
11443,5091,6174
11444,5092,8678
11445,5093,6256
11446,5093,6301
11447,5094,8446
11448,5096,9155
11449,5096,5770
11450,5096,8972
11451,5097,5654
11452,5098,7881
11453,5098,8617
11454,5099,6171
11455,5099,8936
11456,5099,6464
11457,5099,7366
11458,5100,5604
11459,5101,6835
11460,5102,6656
11461,5103,8737
11462,5103,6032
11463,5104,8510
11464,5106,7513
11465,5106,9059
11466,5107,7477
11467,5108,5430
11468,5108,8195
11469,5108,9193
11470,5108,8925
11471,5108,5581
11472,5108,5873
11473,5108,5108
11474,5108,6763
11475,5108,8783
11476,5109,8596
11477,5109,6373
11478,5110,5927
11479,5110,8813
11480,5111,6666
11481,5111,6767
11482,5114,9064
11483,5114,8544
11484,5114,5194
11485,5114,5514
11486,5115,7555
11487,5116,8439
11488,5116,9014
11489,5116,5116
11490,5118,7960
11491,5119,8370
11492,5120,6912
11493,5120,6016
11494,5121,6907
11495,5123,8016
11496,5124,7815
11497,5124,5771
11498,5125,7552
11499,5125,9076
11500,5126,6841
11501,5126,6607
11502,5126,7037
11503,5126,8587
11504,5127,5883
11505,5128,7976
11506,5129,5394
11507,5129,8576
11508,5130,7239
11509,5131,7835
11510,5131,7434
11511,5131,9084
11512,5131,7063
11513,5131,6901
11514,5132,7877
11515,5132,5279
11516,5133,8042
11517,5133,6963
11518,5134,5230
11519,5134,7182
11520,5135,7891
11521,5136,7055
11522,5137,7598
11523,5138,8810
11524,5138,6132
11525,5138,5138
11526,5140,8613
11527,5140,6653
11528,5141,6307
11529,5141,5141
11530,5141,5192
11531,5142,6317
11532,5142,7650
11533,5143,8653
11534,5143,7059
11535,5144,6979
11536,5144,8005
11537,5145,5229
11538,5146,6668
11539,5147,6900
11540,5147,5819
11541,5148,8189
11542,5151,6289
11543,5151,7324
11544,5152,7110
11545,5153,7227
11546,5155,9220
11547,5155,5379
11548,5155,5492
11549,5156,5156
11550,5157,8293
11551,5158,8207
11552,5158,6024
11553,5159,5919
11554,5159,6507
11555,5159,5501
11556,5160,6807
11557,5160,5160
11558,5161,8236
11559,5162,6296
11560,5163,5168
11561,5163,5620
11562,5163,7844
11563,5164,9185
11564,5167,5405
11565,5167,9079
11566,5168,6151
11567,5169,5169
11568,5170,8021
11569,5170,5586
11570,5171,6832
11571,5171,8884
11572,5171,6097
11573,5171,7520
11574,5172,6075
11575,5173,5425
11576,5173,7292
11577,5174,7066
11578,5175,8406
11579,5175,5175
11580,5176,7948
11581,5178,7645
11582,5178,9035
11583,5180,5180
11584,5180,8790
11585,5180,5504
11586,5180,5429
11587,5180,8862
11588,5181,6409
11589,5181,7068
11590,5182,7491
11591,5182,8559
11592,5183,7656
11593,5184,5301
11594,5185,6393
11595,5187,6845
11596,5187,7859
11597,5188,9181
11598,5188,5985
11599,5188,7416
11600,5189,5895
11601,5189,6786
11602,5191,9139
11603,5192,6307
11604,5192,8712
11605,5193,6056
11606,5193,7139
11607,5194,6937
11608,5194,9064
11609,5195,9175
11610,5195,5230
11611,5196,8711
11612,5196,6294
11613,5196,8690
11614,5196,7984
11615,5196,9101
11616,5197,8507
11617,5198,6298
11618,5199,6669
11619,5199,8134
11620,5202,8648
11621,5202,7437
11622,5203,8579
11623,5203,7041
11624,5203,7006
11625,5204,9235
11626,5204,7353
11627,5204,5549
11628,5205,9168
11629,5205,7144
11630,5206,8591
11631,5206,7941
11632,5206,9058
11633,5206,7372
11634,5207,7078
11635,5208,6413
11636,5208,5537
11637,5209,6276
11638,5210,8778
11639,5210,8862
11640,5211,7422
11641,5211,5932
11642,5211,8945
11643,5211,5681
11644,5212,5250
11645,5213,5217
11646,5213,6716
11647,5213,8625
11648,5214,8685
11649,5214,6898
11650,5215,6518
11651,5215,6405
11652,5215,8199
11653,5215,6338
11654,5217,6716
11655,5220,7100
11656,5220,6537
11657,5221,6941
11658,5222,6898
11659,5222,5366
11660,5224,5224
11661,5225,9161
11662,5226,5698
11663,5226,6925
11664,5229,5999
11665,5230,5230
11666,5230,9175
11667,5230,8120
11668,5231,8023
11669,5232,6257
11670,5232,5232
11671,5233,6521
11672,5234,7273
11673,5235,5634
11674,5236,6624
11675,5236,5690
11676,5237,7121
11677,5237,6156
11678,5238,8314
11679,5238,6828
11680,5239,5244
11681,5240,7486
11682,5241,7930
11683,5242,6226
11684,5242,6659
11685,5243,8543
11686,5243,7504
11687,5244,6074
11688,5244,8754
11689,5245,6327
11690,5245,8620
11691,5246,8844
11692,5247,9036
11693,5247,5313
11694,5247,7048
11695,5247,5247
11696,5248,8974
11697,5248,5382
11698,5248,6381
11699,5248,7943
11700,5249,7366
11701,5251,6220
11702,5251,6495
11703,5251,8790
11704,5251,5251
11705,5252,5372
11706,5252,8688
11707,5253,6050
11708,5254,7049
11709,5254,9122
11710,5255,8689
11711,5255,6055
11712,5257,8998
11713,5257,9114
11714,5257,9146
11715,5258,6605
11716,5258,8850
11717,5258,8135
11718,5258,6276
11719,5258,6479
11720,5258,7869
11721,5259,9051
11722,5259,5259
11723,5260,7182
11724,5260,5260
11725,5261,8490
11726,5262,7027
11727,5263,8122
11728,5264,6987
11729,5264,6499
11730,5264,9132
11731,5264,5610
11732,5264,7575
11733,5265,8405
11734,5265,8941
11735,5266,5700
11736,5267,5267
11737,5268,7921
11738,5269,6166
11739,5269,8137
11740,5270,6528
11741,5271,6663
11742,5271,7533
11743,5272,6710
11744,5272,5284
11745,5273,7680
11746,5273,8582
11747,5275,6556
11748,5275,7861
11749,5276,5567
11750,5276,5607
11751,5276,8949
11752,5277,8357
11753,5278,7862
11754,5278,7586
11755,5278,7419
11756,5279,5989
11757,5280,7988
11758,5281,5713
11759,5282,8440
11760,5283,6955
11761,5283,7108
11762,5283,8607
11763,5284,6092
11764,5285,5982
11765,5285,7013
11766,5285,6112
11767,5286,7925
11768,5287,6636
11769,5287,9189
11770,5288,8347
11771,5289,7836
11772,5290,6071
11773,5290,7419
11774,5291,9016
11775,5291,6441
11776,5293,5839
11777,5294,8778
11778,5295,5884
11779,5295,8120
11780,5297,8423
11781,5298,6417
11782,5298,7849
11783,5299,5460
11784,5299,5603
11785,5299,8986
11786,5300,8832
11787,5300,7208
11788,5303,6095
11789,5303,7587
11790,5304,5304
11791,5305,5606
11792,5306,6527
11793,5306,8701
11794,5308,6671
11795,5308,6388
11796,5308,8216
11797,5309,5387
11798,5310,7727
11799,5310,6805
11800,5310,6380
11801,5313,6457
11802,5313,7048
11803,5313,9270
11804,5314,5855
11805,5316,8035
11806,5316,6277
11807,5317,6825
11808,5318,8794
11809,5318,5860
11810,5318,6608
11811,5319,6529
11812,5319,7389
11813,5322,5769
11814,5322,7147
11815,5323,9197
11816,5324,5731
11817,5327,8233
11818,5327,8950
11819,5328,6427
11820,5329,7349
11821,5330,5503
11822,5330,7163
11823,5331,5764
11824,5331,8396
11825,5332,7882
11826,5333,5377
11827,5334,6294
11828,5334,9101
11829,5334,7984
11830,5334,8690
11831,5334,7609
11832,5335,8014
11833,5337,7495
11834,5338,8510
11835,5339,7690
11836,5340,8181
11837,5340,7956
11838,5341,8165
11839,5342,5999
11840,5342,7915
11841,5342,8535
11842,5342,5917
11843,5342,6741
11844,5342,5342
11845,5342,8454
11846,5344,7772
11847,5344,7218
11848,5344,7267
11849,5344,8856
11850,5345,6029
11851,5346,5346
11852,5347,6965
11853,5347,8667
11854,5347,6744
11855,5347,6869
11856,5348,9002
11857,5348,7623
11858,5348,7479
11859,5349,8453
11860,5351,7377
11861,5352,6182
11862,5352,6306
11863,5353,7431
11864,5353,8607
11865,5354,6120
11866,5355,5805
11867,5357,6709
11868,5358,7465
11869,5358,5358
11870,5359,6655
11871,5359,5416
11872,5359,8897
11873,5361,5707
11874,5361,7938
11875,5363,8853
11876,5363,8931
11877,5364,5899
11878,5364,6261
11879,5364,6665
11880,5364,7776
11881,5364,6045
11882,5365,7642
11883,5368,6127
11884,5369,9032
11885,5369,5767
11886,5370,8462
11887,5371,7976
11888,5372,8688
11889,5373,5944
11890,5374,8870
11891,5374,7634
11892,5375,7344
11893,5375,7462
11894,5376,7891
11895,5376,7995
11896,5377,5843
11897,5378,8297
11898,5378,6519
11899,5378,7403
11900,5378,5831
11901,5378,7979
11902,5379,6184
11903,5382,6381
11904,5382,7943
11905,5382,7892
11906,5382,6198
11907,5383,5853
11908,5384,8042
11909,5386,6394
11910,5387,6080
11911,5389,5929
11912,5391,6442
11913,5392,7230
11914,5393,9198
11915,5393,5694
11916,5395,8541
11917,5396,5771
11918,5397,5547
11919,5398,7759
11920,5398,5526
11921,5398,5870
11922,5398,6236
11923,5398,5882
11924,5402,6870
11925,5403,9188
11926,5404,6871
11927,5406,9182
11928,5408,5638
11929,5410,5964
11930,5410,7984
11931,5410,8554
11932,5411,7551
11933,5411,9060
11934,5412,5412
11935,5413,6670
11936,5414,5414
11937,5415,7553
11938,5416,8970
11939,5417,8078
11940,5420,6363
11941,5420,7172
11942,5422,5679
11943,5424,7316
11944,5424,6098
11945,5427,5701
11946,5427,8998
11947,5427,7130
11948,5429,9038
11949,5430,6801
11950,5430,8635
11951,5430,8767
11952,5430,8297
11953,5430,7403
11954,5430,5430
11955,5430,6472
11956,5430,5655
11957,5430,8103
11958,5431,6549
11959,5431,7172
11960,5433,6817
11961,5435,7158
11962,5435,8156
11963,5436,6229
11964,5436,8123
11965,5436,7416
11966,5436,8476
11967,5436,8521
11968,5437,6312
11969,5437,7641
11970,5437,7291
11971,5437,9209
11972,5437,6579
11973,5438,7105
11974,5440,6575
11975,5442,7941
11976,5442,9157
11977,5442,8591
11978,5442,9058
11979,5442,5572
11980,5443,7723
11981,5443,6340
11982,5444,7166
11983,5445,7183
11984,5445,5514
11985,5445,8084
11986,5446,8970
11987,5446,6655
11988,5447,6850
11989,5449,7446
11990,5451,7506
11991,5452,6901
11992,5452,7124
11993,5452,9000
11994,5452,6316
11995,5452,8416
11996,5452,7446
11997,5453,7791
11998,5454,7382
11999,5455,6376
12000,5455,7036
12001,5455,7442
12002,5458,6608
12003,5458,5759
12004,5459,8929
12005,5459,6553
12006,5460,5460
12007,5460,6352
12008,5461,5800
12009,5461,8953
12010,5461,7665
12011,5463,6107
12012,5464,6743
12013,5465,8242
12014,5467,6553
12015,5467,7766
12016,5467,8240
12017,5467,7801
12018,5467,9007
12019,5467,5724
12020,5467,7743
12021,5468,5468
12022,5468,8248
12023,5469,6295
12024,5469,5471
12025,5471,6295
12026,5473,8585
12027,5474,9125
12028,5474,8883
12029,5475,6333
12030,5475,5749
12031,5475,8735
12032,5476,9063
12033,5477,8401
12034,5477,8571
12035,5480,6015
12036,5481,8901
12037,5482,6408
12038,5483,7553
12039,5483,7798
12040,5484,5484
12041,5485,9156
12042,5486,7414
12043,5486,7022
12044,5487,6577
12045,5487,8206
12046,5487,6154
12047,5488,6686
12048,5488,5488
12049,5490,8266
12050,5491,7830
12051,5491,5942
12052,5492,9220
12053,5492,7749
12054,5494,8085
12055,5495,7912
12056,5495,7667
12057,5495,8234
12058,5495,6993
12059,5496,7760
12060,5496,8466
12061,5497,7032
12062,5498,9030
12063,5499,9238
12064,5499,8203
12065,5500,6525
12066,5500,8594
12067,5501,6820
12068,5502,6772
12069,5505,7927
12070,5506,5506
12071,5507,6214
12072,5508,7673
12073,5508,8354
12074,5508,7439
12075,5509,6679
12076,5510,5510
12077,5510,6622
12078,5512,8183
12079,5514,8715
12080,5514,6937
12081,5514,7183
12082,5514,8544
12083,5515,6724
12084,5518,5875
12085,5519,5519
12086,5520,7480
12087,5522,6720
12088,5523,7603
12089,5523,6437
12090,5523,7880
12091,5523,8404
12092,5525,6359
12093,5525,7459
12094,5526,5870
12095,5526,8329
12096,5528,8256
12097,5528,9056
12098,5529,8865
12099,5530,9251
12100,5530,9107
12101,5531,9232
12102,5532,6845
12103,5532,6885
12104,5532,7373
12105,5532,8181
12106,5536,6022
12107,5536,7871
12108,5537,8026
12109,5538,7109
12110,5540,8238
12111,5541,7948
12112,5541,6222
12113,5541,5881
12114,5542,6957
12115,5542,6961
12116,5543,8238
12117,5544,6419
12118,5545,7585
12119,5546,6939
12120,5546,5546
12121,5548,8422
12122,5550,5627
12123,5550,8063
12124,5551,7582
12125,5552,5727
12126,5552,5728
12127,5553,8552
12128,5554,9098
12129,5555,7873
12130,5556,8518
12131,5557,7832
12132,5557,8669
12133,5557,7841
12134,5557,5760
12135,5558,6800
12136,5560,8157
12137,5560,6180
12138,5562,8064
12139,5563,5858
12140,5563,6990
12141,5564,8874
12142,5564,7534
12143,5564,8013
12144,5564,5564
12145,5565,5853
12146,5565,7446
12147,5566,9078
12148,5567,8175
12149,5567,5612
12150,5568,9107
12151,5568,5999
12152,5569,8651
12153,5569,8169
12154,5571,6202
12155,5572,8539
12156,5573,5573
12157,5574,5630
12158,5575,6108
12159,5576,7706
12160,5578,6556
12161,5580,5580
12162,5583,5781
12163,5584,6868
12164,5584,8506
12165,5585,7642
12166,5589,6183
12167,5589,9121
12168,5590,8431
12169,5593,8989
12170,5593,6725
12171,5595,8732
12172,5596,8824
12173,5596,5752
12174,5597,9227
12175,5599,8001
12176,5600,7250
12177,5602,8315
12178,5602,8504
12179,5602,6992
12180,5603,5661
12181,5603,5997
12182,5606,6384
12183,5606,7823
12184,5607,6634
12185,5607,5976
12186,5607,8829
12187,5607,6856
12188,5607,8549
12189,5608,8908
12190,5608,6582
12191,5609,9136
12192,5610,7077
12193,5611,8575
12194,5613,7661
12195,5613,7346
12196,5614,7924
12197,5616,8826
12198,5617,8172
12199,5619,7588
12200,5620,6849
12201,5620,7844
12202,5620,7868
12203,5620,8980
12204,5621,7716
12205,5624,6798
12206,5625,8384
12207,5626,6920
12208,5627,7393
12209,5628,7449
12210,5628,6072
12211,5630,8442
12212,5631,8325
12213,5631,8885
12214,5635,6189
12215,5636,6053
12216,5636,6539
12217,5636,8304
12218,5637,6483
12219,5638,6992
12220,5641,9094
12221,5642,7894
12222,5643,8347
12223,5643,7268
12224,5644,6084
12225,5644,8540
12226,5645,8430
12227,5645,9247
12228,5647,5875
12229,5648,5648
12230,5648,7961
12231,5649,7796
12232,5650,7495
12233,5650,5766
12234,5652,7690
12235,5652,9199
12236,5653,7917
12237,5654,7003
12238,5655,8767
12239,5656,5887
12240,5657,6577
12241,5657,7883
12242,5658,6093
12243,5658,5734
12244,5658,8018
12245,5659,8806
12246,5659,8418
12247,5660,7048
12248,5660,8701
12249,5661,7250
12250,5661,5972
12251,5662,8938
12252,5663,5833
12253,5665,8522
12254,5665,7297
12255,5666,6073
12256,5666,6400
12257,5666,5952
12258,5666,8197
12259,5667,8854
12260,5668,6237
12261,5668,7329
12262,5669,5692
12263,5672,8494
12264,5672,8358
12265,5673,6680
12266,5673,9094
12267,5674,8858
12268,5675,6844
12269,5675,6978
12270,5675,7230
12271,5675,6455
12272,5676,7680
12273,5677,8627
12274,5677,5677
12275,5678,6914
12276,5678,7608
12277,5681,7422
12278,5681,6878
12279,5682,9131
12280,5682,9169
12281,5682,6782
12282,5682,5854
12283,5682,6232
12284,5682,6750
12285,5684,6913
12286,5685,6867
12287,5686,8419
12288,5687,8158
12289,5688,7311
12290,5688,8636
12291,5689,8434
12292,5690,6432
12293,5692,7864
12294,5693,5985
12295,5693,6431
12296,5694,8468
12297,5697,5727
12298,5699,7976
12299,5701,8484
12300,5702,8245
12301,5703,8986
12302,5703,6748
12303,5704,6095
12304,5705,9068
12305,5706,9102
12306,5706,8856
12307,5707,7668
12308,5708,8655
12309,5709,7739
12310,5709,7534
12311,5710,6267
12312,5711,8964
12313,5714,5714
12314,5716,9014
12315,5717,7304
12316,5719,8031
12317,5719,6386
12318,5719,8727
12319,5720,8158
12320,5721,6377
12321,5722,7684
12322,5723,7100
12323,5723,5723
12324,5724,7801
12325,5725,8340
12326,5725,8603
12327,5728,7602
12328,5729,8742
12329,5730,8168
12330,5730,8796
12331,5733,7405
12332,5733,8133
12333,5734,7497
12334,5734,6323
12335,5735,7253
12336,5735,8810
12337,5736,7319
12338,5736,6239
12339,5736,5736
12340,5738,7380
12341,5738,8736
12342,5738,6658
12343,5738,6438
12344,5738,6861
12345,5739,7943
12346,5742,8520
12347,5744,6728
12348,5745,9254
12349,5746,8704
12350,5747,7514
12351,5749,5749
12352,5750,7579
12353,5751,8695
12354,5751,5907
12355,5753,8218
12356,5753,7554
12357,5753,6952
12358,5754,6897
12359,5754,7415
12360,5756,7447
12361,5756,9077
12362,5756,8329
12363,5758,6200
12364,5758,8450
12365,5758,8327
12366,5759,6169
12367,5759,6608
12368,5761,7864
12369,5763,6544
12370,5765,6655
12371,5767,7332
12372,5769,6846
12373,5772,5846
12374,5773,7354
12375,5773,7932
12376,5774,6626
12377,5774,5774
12378,5775,8411
12379,5776,7777
12380,5777,6060
12381,5778,8708
12382,5779,7459
12383,5779,7344
12384,5779,6362
12385,5781,5811
12386,5782,6455
12387,5785,5819
12388,5785,8626
12389,5790,8812
12390,5790,7769
12391,5790,7549
12392,5791,7375
12393,5791,6082
12394,5792,6013
12395,5793,8170
12396,5794,7993
12397,5795,8860
12398,5795,7113
12399,5795,7082
12400,5796,7551
12401,5797,5797
12402,5797,6314
12403,5797,8378
12404,5797,7070
12405,5798,8153
12406,5804,9194
12407,5804,6047
12408,5805,7547
12409,5809,7735
12410,5809,6585
12411,5809,5809
12412,5810,8472
12413,5810,7214
12414,5810,7065
12415,5810,6718
12416,5811,8522
12417,5812,6690
12418,5812,5812
12419,5812,7343
12420,5812,7624
12421,5814,7261
12422,5815,5815
12423,5815,7006
12424,5818,6068
12425,5818,8362
12426,5818,7936
12427,5820,8434
12428,5820,8877
12429,5820,5820
12430,5821,8130
12431,5822,6718
12432,5822,7214
12433,5822,6186
12434,5823,7153
12435,5823,6689
12436,5823,6364
12437,5826,8478
12438,5827,7401
12439,5827,6712
12440,5828,6779
12441,5828,8353
12442,5829,8704
12443,5830,9085
12444,5831,7979
12445,5831,6578
12446,5831,6623
12447,5832,9110
12448,5835,7277
12449,5837,6474
12450,5837,6307
12451,5839,6969
12452,5840,8016
12453,5842,6538
12454,5842,6029
12455,5843,6209
12456,5843,8834
12457,5844,6151
12458,5844,6742
12459,5845,6505
12460,5845,8146
12461,5846,6742
12462,5846,5846
12463,5847,6185
12464,5848,8093
12465,5851,5969
12466,5852,7223
12467,5852,6512
12468,5857,6780
12469,5858,6990
12470,5860,6078
12471,5860,8624
12472,5860,8794
12473,5861,7050
12474,5862,6313
12475,5862,9093
12476,5863,6922
12477,5863,9047
12478,5865,5912
12479,5865,5865
12480,5866,6224
12481,5866,6869
12482,5868,8558
12483,5869,8556
12484,5869,5869
12485,5870,5870
12486,5870,7470
12487,5870,7637
12488,5870,7047
12489,5870,8947
12490,5870,9260
12491,5871,6838
12492,5872,8173
12493,5873,6403
12494,5875,9058
12495,5876,7518
12496,5876,6252
12497,5878,6685
12498,5879,8444
12499,5880,7207
12500,5884,8723
12501,5885,8171
12502,5885,7570
12503,5886,6897
12504,5888,8975
12505,5889,5961
12506,5892,7544
12507,5892,7194
12508,5892,6027
12509,5893,7087
12510,5893,6235
12511,5894,7385
12512,5894,8702
12513,5894,7614
12514,5895,7061
12515,5896,9220
12516,5896,7091
12517,5897,8367
12518,5898,9028
12519,5899,7077
12520,5902,6468
12521,5902,9081
12522,5902,5902
12523,5902,8489
12524,5905,9229
12525,5906,8900
12526,5907,6900
12527,5907,8888
12528,5908,7745
12529,5910,7365
12530,5912,6206
12531,5912,8770
12532,5912,5912
12533,5912,6007
12534,5912,6756
12535,5913,6278
12536,5914,8810
12537,5914,6805
12538,5915,8260
12539,5917,6203
12540,5917,6741
12541,5919,6820
12542,5920,8718
12543,5920,5920
12544,5921,5981
12545,5923,8723
12546,5925,6647
12547,5926,6942
12548,5927,5954
12549,5928,8503
12550,5930,7198
12551,5931,6835
12552,5931,7523
12553,5931,7712
12554,5933,8204
12555,5934,7750
12556,5937,7190
12557,5938,8773
12558,5938,8640
12559,5942,8196
12560,5942,8338
12561,5946,7649
12562,5949,7878
12563,5950,7473
12564,5950,6649
12565,5952,8452
12566,5953,7850
12567,5954,8813
12568,5954,7421
12569,5955,6455
12570,5955,6119
12571,5956,7057
12572,5956,8718
12573,5956,7341
12574,5957,7843
12575,5957,6385
12576,5957,7630
12577,5958,8612
12578,5959,7593
12579,5961,6283
12580,5963,6812
12581,5964,6756
12582,5966,6092
12583,5966,8413
12584,5967,6162
12585,5967,6018
12586,5968,6517
12587,5968,7567
12588,5968,8891
12589,5969,6452
12590,5969,8580
12591,5970,8318
12592,5971,9174
12593,5972,6645
12594,5973,6904
12595,5974,6046
12596,5975,6706
12597,5977,7876
12598,5977,6330
12599,5982,8673
12600,5982,7013
12601,5983,6357
12602,5983,7958
12603,5983,8703
12604,5984,8674
12605,5985,6431
12606,5986,8572
12607,5987,7257
12608,5988,8803
12609,5988,8538
12610,5990,6349
12611,5990,7552
12612,5991,6540
12613,5992,6465
12614,5992,6701
12615,5994,7576
12616,5997,7250
12617,5998,6358
12618,5999,9251
12619,5999,7915
12620,5999,7786
12621,6000,9246
12622,6002,8528
12623,6003,6682
12624,6003,9093
12625,6004,7055
12626,6005,7205
12627,6006,8155
12628,6007,9177
12629,6007,6756
12630,6007,7733
12631,6008,7958
12632,6009,7724
12633,6009,6237
12634,6011,6042
12635,6011,6423
12636,6013,7757
12637,6014,8377
12638,6014,6269
12639,6016,7501
12640,6017,9203
12641,6018,6606
12642,6019,8427
12643,6019,6529
12644,6020,6650
12645,6022,7871
12646,6022,7776
12647,6022,8695
12648,6023,7669
12649,6024,6938
12650,6025,8933
12651,6025,7688
12652,6026,7010
12653,6026,6584
12654,6028,6659
12655,6030,8511
12656,6033,8820
12657,6033,8467
12658,6034,6594
12659,6035,7702
12660,6035,8115
12661,6035,8445
12662,6036,7223
12663,6036,6512
12664,6037,6851
12665,6039,7255
12666,6040,7640
12667,6041,6942
12668,6041,6166
12669,6042,8065
12670,6042,8920
12671,6044,6586
12672,6048,6625
12673,6049,8132
12674,6049,9011
12675,6050,6904
12676,6051,8631
12677,6051,6051
12678,6052,9258
12679,6052,7357
12680,6052,9015
12681,6053,8946
12682,6053,7364
12683,6054,6830
12684,6054,9066
12685,6055,8877
12686,6055,6523
12687,6056,8332
12688,6057,6736
12689,6058,7563
12690,6059,8740
12691,6059,8346
12692,6060,8111
12693,6061,7318
12694,6061,6813
12695,6061,8390
12696,6061,8073
12697,6063,7512
12698,6064,7031
12699,6065,8755
12700,6065,9018
12701,6066,6646
12702,6067,7540
12703,6068,7499
12704,6068,6355
12705,6068,8056
12706,6069,6524
12707,6069,8981
12708,6070,6410
12709,6070,7594
12710,6071,6895
12711,6072,7449
12712,6072,6513
12713,6075,6075
12714,6076,8204
12715,6077,6447
12716,6077,8309
12717,6079,7487
12718,6079,7927
12719,6079,6434
12720,6081,6755
12721,6082,7190
12722,6084,6796
12723,6085,7237
12724,6087,6659
12725,6087,6226
12726,6088,8989
12727,6088,6725
12728,6089,8776
12729,6090,7339
12730,6090,7008
12731,6090,6550
12732,6093,6631
12733,6093,8018
12734,6094,8568
12735,6096,9205
12736,6096,8209
12737,6097,7561
12738,6098,7525
12739,6098,8202
12740,6100,6505
12741,6100,6122
12742,6100,9126
12743,6102,6779
12744,6102,8353
12745,6102,8349
12746,6103,7387
12747,6104,8857
12748,6104,7628
12749,6105,7729
12750,6106,8085
12751,6106,6500
12752,6109,6829
12753,6111,7060
12754,6112,6112
12755,6112,8056
12756,6113,7180
12757,6115,6549
12758,6115,6115
12759,6115,8744
12760,6116,6609
12761,6116,6116
12762,6116,7018
12763,6116,8996
12764,6116,8586
12765,6118,7856
12766,6118,7334
12767,6119,6119
12768,6120,8302
12769,6121,6397
12770,6122,8508
12771,6123,8397
12772,6123,8788
12773,6124,8154
12774,6125,7215
12775,6125,6816
12776,6125,9045
12777,6126,8512
12778,6129,6248
12779,6130,7028
12780,6130,6328
12781,6131,6311
12782,6131,7211
12783,6133,7742
12784,6133,6486
12785,6134,6803
12786,6135,8977
12787,6136,6735
12788,6137,7502
12789,6138,7750
12790,6143,6607
12791,6143,9273
12792,6143,6770
12793,6143,6143
12794,6144,6658
12795,6144,8443
12796,6144,6811
12797,6144,6861
12798,6146,6675
12799,6146,6146
12800,6149,9175
12801,6150,7692
12802,6150,6755
12803,6152,8010
12804,6152,7840
12805,6153,7258
12806,6154,8206
12807,6154,6154
12808,6157,7008
12809,6158,7914
12810,6159,6404
12811,6160,9038
12812,6161,8273
12813,6163,7173
12814,6163,7282
12815,6164,8239
12816,6164,6620
12817,6165,8888
12818,6168,9146
12819,6169,8925
12820,6169,6608
12821,6171,7366
12822,6173,6759
12823,6175,7127
12824,6176,8491
12825,6176,7742
12826,6176,7127
12827,6176,9008
12828,6178,6178
12829,6178,6656
12830,6178,7026
12831,6180,8893
12832,6181,8340
12833,6182,7667
12834,6182,7912
12835,6184,8506
12836,6184,9222
12837,6185,6827
12838,6186,6443
12839,6186,7214
12840,6186,7065
12841,6186,9053
12842,6191,7161
12843,6191,8939
12844,6192,8016
12845,6193,6694
12846,6194,9014
12847,6194,7340
12848,6195,8713
12849,6196,9211
12850,6196,8427
12851,6197,7774
12852,6197,6902
12853,6197,8085
12854,6197,7951
12855,6198,7892
12856,6199,9126
12857,6199,6841
12858,6201,8540
12859,6201,6970
12860,6202,7215
12861,6203,6741
12862,6204,9282
12863,6205,7888
12864,6205,6609
12865,6206,8770
12866,6206,6756
12867,6206,7609
12868,6207,7239
12869,6207,6591
12870,6207,8635
12871,6207,7269
12872,6207,8859
12873,6207,8297
12874,6208,8213
12875,6208,8054
12876,6208,6488
12877,6209,8834
12878,6210,6317
12879,6210,6210
12880,6211,9197
12881,6213,8522
12882,6213,6587
12883,6215,7029
12884,6216,6534
12885,6216,8862
12886,6221,8589
12887,6221,6406
12888,6224,9271
12889,6226,8956
12890,6226,6688
12891,6229,6608
12892,6229,9160
12893,6229,6229
12894,6230,6302
12895,6231,7501
12896,6232,7761
12897,6232,8884
12898,6233,8845
12899,6236,8329
12900,6236,9077
12901,6236,7613
12902,6237,7724
12903,6237,7329
12904,6237,6296
12905,6238,8228
12906,6238,8165
12907,6239,7621
12908,6239,7319
12909,6239,7227
12910,6240,6633
12911,6241,9174
12912,6242,6403
12913,6242,9071
12914,6243,8849
12915,6244,8702
12916,6244,7803
12917,6245,6746
12918,6246,8977
12919,6246,7140
12920,6247,8137
12921,6248,6504
12922,6248,7114
12923,6250,8770
12924,6250,7496
12925,6251,7695
12926,6251,9089
12927,6251,9041
12928,6252,6252
12929,6252,6327
12930,6252,7518
12931,6253,7195
12932,6254,9057
12933,6254,7025
12934,6255,8186
12935,6255,6345
12936,6258,7146
12937,6258,8139
12938,6259,6495
12939,6259,6389
12940,6260,8864
12941,6261,7077
12942,6261,7871
12943,6262,6325
12944,6264,7711
12945,6264,7648
12946,6266,8938
12947,6266,8205
12948,6268,9033
12949,6269,8951
12950,6271,8318
12951,6271,7499
12952,6271,6882
12953,6272,6926
12954,6272,6497
12955,6274,7187
12956,6274,8957
12957,6276,7826
12958,6276,8850
12959,6276,6592
12960,6277,8899
12961,6277,6277
12962,6278,8427
12963,6278,9211
12964,6279,8525
12965,6282,8096
12966,6283,8063
12967,6284,7222
12968,6285,7591
12969,6286,9076
12970,6288,7820
12971,6290,6740
12972,6291,7810
12973,6291,9023
12974,6294,8087
12975,6295,6879
12976,6296,7329
12977,6297,7400
